log_id,user_id,activity_date,device_type,minutes_streamed,ad_clicks_avoided,signup_date,plan_type,payment_method,status,cancellation_date
LOG_115985,USR_0882,2026-03-02,Mobile,25,2,2026-01-09,Individual,Credit Card,Active,
LOG_115986,USR_0882,2026-03-06,Mobile,76,3,2026-01-09,Individual,Credit Card,Active,
LOG_115987,USR_0882,2026-03-10,Mobile,13,5,2026-01-09,Individual,Credit Card,Active,
LOG_115988,USR_0882,2026-03-14,Mobile,23,2,2026-01-09,Individual,Credit Card,Active,
LOG_115989,USR_0882,2026-03-18,Mobile,70,5,2026-01-09,Individual,Credit Card,Active,
LOG_115990,USR_0882,2026-03-22,TV,113,4,2026-01-09,Individual,Credit Card,Active,
LOG_115991,USR_0882,2026-03-26,Desktop,37,3,2026-01-09,Individual,Credit Card,Active,
LOG_115992,USR_0882,2026-03-30,Desktop,29,6,2026-01-09,Individual,Credit Card,Active,
LOG_115993,USR_0883,2026-01-10,Mobile,35,5,2026-01-10,Individual,Credit Card,Active,
LOG_115994,USR_0883,2026-01-14,Mobile,96,2,2026-01-10,Individual,Credit Card,Active,
LOG_115995,USR_0883,2026-01-18,TV,40,2,2026-01-10,Individual,Credit Card,Active,
LOG_115996,USR_0883,2026-01-22,TV,18,2,2026-01-10,Individual,Credit Card,Active,
LOG_115997,USR_0883,2026-01-26,Mobile,11,3,2026-01-10,Individual,Credit Card,Active,
LOG_115998,USR_0883,2026-01-30,Mobile,81,3,2026-01-10,Individual,Credit Card,Active,
LOG_115999,USR_0883,2026-02-03,Desktop,145,4,2026-01-10,Individual,Credit Card,Active,
LOG_116000,USR_0883,2026-02-07,Mobile,26,1,2026-01-10,Individual,Credit Card,Active,
LOG_116001,USR_0883,2026-02-11,Mobile,12,0,2026-01-10,Individual,Credit Card,Active,
LOG_116002,USR_0883,2026-02-15,Mobile,7,5,2026-01-10,Individual,Credit Card,Active,
LOG_116003,USR_0883,2026-02-19,Mobile,208,1,2026-01-10,Individual,Credit Card,Active,
LOG_116004,USR_0883,2026-02-23,Mobile,98,4,2026-01-10,Individual,Credit Card,Active,
LOG_116005,USR_0883,2026-02-27,Mobile,253,1,2026-01-10,Individual,Credit Card,Active,
LOG_116006,USR_0883,2026-03-03,Mobile,36,4,2026-01-10,Individual,Credit Card,Active,
LOG_116007,USR_0883,2026-03-07,Desktop,39,1,2026-01-10,Individual,Credit Card,Active,
LOG_116008,USR_0883,2026-03-11,TV,49,3,2026-01-10,Individual,Credit Card,Active,
LOG_116009,USR_0884,2026-01-10,TV,74,1,2026-01-10,Individual,PayPal,Active,
LOG_116010,USR_0884,2026-01-14,Mobile,6,4,2026-01-10,Individual,PayPal,Active,
LOG_116011,USR_0884,2026-01-18,Mobile,13,2,2026-01-10,Individual,PayPal,Active,
LOG_116012,USR_0885,2026-01-11,Desktop,71,0,2026-01-11,Family,Credit Card,Active,
LOG_116013,USR_0885,2026-01-15,Mobile,28,3,2026-01-11,Family,Credit Card,Active,
LOG_116014,USR_0885,2026-01-19,Mobile,63,1,2026-01-11,Family,Credit Card,Active,
LOG_116015,USR_0885,2026-01-23,TV,13,3,2026-01-11,Family,Credit Card,Active,
LOG_116016,USR_0885,2026-01-27,Mobile,48,4,2026-01-11,Family,Credit Card,Active,
LOG_116017,USR_0885,2026-01-31,TV,54,5,2026-01-11,Family,Credit Card,Active,
LOG_116018,USR_0885,2026-02-04,Desktop,31,4,2026-01-11,Family,Credit Card,Active,
LOG_116019,USR_0885,2026-02-08,TV,15,2,2026-01-11,Family,Credit Card,Active,
LOG_116020,USR_0885,2026-02-12,Mobile,34,6,2026-01-11,Family,Credit Card,Active,
LOG_116021,USR_0886,2026-01-11,Mobile,10,2,2026-01-11,Individual,PayPal,Active,
LOG_116022,USR_0886,2026-01-15,Desktop,6,4,2026-01-11,Individual,PayPal,Active,
LOG_116023,USR_0886,2026-01-19,Mobile,140,2,2026-01-11,Individual,PayPal,Active,
LOG_116024,USR_0886,2026-01-23,Mobile,166,3,2026-01-11,Individual,PayPal,Active,
LOG_116025,USR_0886,2026-01-27,TV,52,2,2026-01-11,Individual,PayPal,Active,
LOG_116026,USR_0886,2026-01-31,Mobile,114,2,2026-01-11,Individual,PayPal,Active,
LOG_116027,USR_0886,2026-02-04,Mobile,103,4,2026-01-11,Individual,PayPal,Active,
LOG_116028,USR_0886,2026-02-08,Mobile,21,3,2026-01-11,Individual,PayPal,Active,
LOG_116029,USR_0886,2026-02-12,TV,76,4,2026-01-11,Individual,PayPal,Active,
LOG_116030,USR_0886,2026-02-16,Mobile,35,5,2026-01-11,Individual,PayPal,Active,
LOG_116031,USR_0886,2026-02-20,Desktop,29,7,2026-01-11,Individual,PayPal,Active,
LOG_116032,USR_0886,2026-02-24,Desktop,18,2,2026-01-11,Individual,PayPal,Active,
LOG_116033,USR_0886,2026-02-28,Mobile,38,0,2026-01-11,Individual,PayPal,Active,
LOG_116034,USR_0886,2026-03-04,Desktop,13,3,2026-01-11,Individual,PayPal,Active,
LOG_116035,USR_0886,2026-03-08,Desktop,5,2,2026-01-11,Individual,PayPal,Active,
LOG_116036,USR_0886,2026-03-12,Mobile,14,3,2026-01-11,Individual,PayPal,Active,
LOG_116037,USR_0886,2026-03-16,Mobile,81,4,2026-01-11,Individual,PayPal,Active,
LOG_116038,USR_0886,2026-03-20,Desktop,9,2,2026-01-11,Individual,PayPal,Active,
LOG_116039,USR_0886,2026-03-24,TV,48,3,2026-01-11,Individual,PayPal,Active,
LOG_116040,USR_0886,2026-03-28,TV,27,3,2026-01-11,Individual,PayPal,Active,
LOG_116041,USR_0886,2026-04-01,Mobile,7,4,2026-01-11,Individual,PayPal,Active,
LOG_116042,USR_0886,2026-04-05,Mobile,98,2,2026-01-11,Individual,PayPal,Active,
LOG_116043,USR_0886,2026-04-09,Mobile,60,3,2026-01-11,Individual,PayPal,Active,
LOG_116044,USR_0886,2026-04-13,Mobile,28,1,2026-01-11,Individual,PayPal,Active,
LOG_116045,USR_0886,2026-04-17,TV,52,0,2026-01-11,Individual,PayPal,Active,
LOG_116046,USR_0886,2026-04-21,Mobile,25,2,2026-01-11,Individual,PayPal,Active,
LOG_116047,USR_0886,2026-04-25,TV,55,2,2026-01-11,Individual,PayPal,Active,
LOG_116048,USR_0887,2026-01-12,Mobile,36,2,2026-01-12,Individual,Google Wallet,Active,
LOG_116049,USR_0887,2026-01-16,Desktop,23,2,2026-01-12,Individual,Google Wallet,Active,
LOG_116050,USR_0887,2026-01-20,Mobile,106,3,2026-01-12,Individual,Google Wallet,Active,
LOG_116051,USR_0887,2026-01-24,Mobile,16,3,2026-01-12,Individual,Google Wallet,Active,
LOG_116052,USR_0887,2026-01-28,Desktop,99,2,2026-01-12,Individual,Google Wallet,Active,
LOG_116053,USR_0887,2026-02-01,Mobile,38,4,2026-01-12,Individual,Google Wallet,Active,
LOG_116054,USR_0887,2026-02-05,Desktop,194,5,2026-01-12,Individual,Google Wallet,Active,
LOG_116055,USR_0887,2026-02-09,Mobile,11,3,2026-01-12,Individual,Google Wallet,Active,
LOG_116056,USR_0887,2026-02-13,Mobile,66,3,2026-01-12,Individual,Google Wallet,Active,
LOG_116057,USR_0887,2026-02-17,Desktop,29,3,2026-01-12,Individual,Google Wallet,Active,
LOG_116058,USR_0887,2026-02-21,Mobile,311,0,2026-01-12,Individual,Google Wallet,Active,
LOG_116059,USR_0887,2026-02-25,Mobile,5,2,2026-01-12,Individual,Google Wallet,Active,
LOG_116060,USR_0887,2026-03-01,Mobile,23,1,2026-01-12,Individual,Google Wallet,Active,
LOG_116061,USR_0887,2026-03-05,Mobile,31,2,2026-01-12,Individual,Google Wallet,Active,
LOG_116062,USR_0887,2026-03-09,Mobile,45,2,2026-01-12,Individual,Google Wallet,Active,
LOG_116063,USR_0887,2026-03-13,TV,67,1,2026-01-12,Individual,Google Wallet,Active,
LOG_116064,USR_0887,2026-03-17,Desktop,57,3,2026-01-12,Individual,Google Wallet,Active,
LOG_116065,USR_0887,2026-03-21,Desktop,37,4,2026-01-12,Individual,Google Wallet,Active,
LOG_116066,USR_0887,2026-03-25,Mobile,14,2,2026-01-12,Individual,Google Wallet,Active,
LOG_116067,USR_0887,2026-03-29,Mobile,79,5,2026-01-12,Individual,Google Wallet,Active,
LOG_116068,USR_0887,2026-04-02,Desktop,120,4,2026-01-12,Individual,Google Wallet,Active,
LOG_116069,USR_0887,2026-04-06,Mobile,19,3,2026-01-12,Individual,Google Wallet,Active,
LOG_116070,USR_0887,2026-04-10,Mobile,47,1,2026-01-12,Individual,Google Wallet,Active,
LOG_116071,USR_0887,2026-04-14,Desktop,60,4,2026-01-12,Individual,Google Wallet,Active,
LOG_116072,USR_0887,2026-04-18,Mobile,19,4,2026-01-12,Individual,Google Wallet,Active,
LOG_116073,USR_0887,2026-04-22,TV,108,1,2026-01-12,Individual,Google Wallet,Active,
LOG_116074,USR_0887,2026-04-26,Mobile,41,1,2026-01-12,Individual,Google Wallet,Active,
LOG_116075,USR_0887,2026-04-30,Mobile,15,3,2026-01-12,Individual,Google Wallet,Active,
LOG_116076,USR_0887,2026-05-04,Mobile,35,8,2026-01-12,Individual,Google Wallet,Active,
LOG_116077,USR_0887,2026-05-08,Desktop,38,3,2026-01-12,Individual,Google Wallet,Active,
LOG_116078,USR_0887,2026-05-12,TV,25,5,2026-01-12,Individual,Google Wallet,Active,
LOG_116079,USR_0887,2026-05-16,Mobile,24,1,2026-01-12,Individual,Google Wallet,Active,
LOG_116080,USR_0888,2026-01-12,Mobile,8,2,2026-01-12,Individual,Google Wallet,Active,
LOG_116081,USR_0888,2026-01-16,Mobile,5,9,2026-01-12,Individual,Google Wallet,Active,
LOG_116082,USR_0888,2026-01-20,Mobile,23,0,2026-01-12,Individual,Google Wallet,Active,
LOG_116083,USR_0888,2026-01-24,Mobile,23,6,2026-01-12,Individual,Google Wallet,Active,
LOG_116084,USR_0888,2026-01-28,Mobile,5,3,2026-01-12,Individual,Google Wallet,Active,
LOG_116085,USR_0888,2026-02-01,Mobile,136,6,2026-01-12,Individual,Google Wallet,Active,
LOG_116086,USR_0888,2026-02-05,Desktop,11,6,2026-01-12,Individual,Google Wallet,Active,
LOG_116087,USR_0888,2026-02-09,Mobile,43,1,2026-01-12,Individual,Google Wallet,Active,
LOG_116088,USR_0888,2026-02-13,TV,13,5,2026-01-12,Individual,Google Wallet,Active,
LOG_116089,USR_0888,2026-02-17,Mobile,16,2,2026-01-12,Individual,Google Wallet,Active,
LOG_116090,USR_0888,2026-02-21,Mobile,38,2,2026-01-12,Individual,Google Wallet,Active,
LOG_116091,USR_0888,2026-02-25,Mobile,5,4,2026-01-12,Individual,Google Wallet,Active,
LOG_116092,USR_0888,2026-03-01,Mobile,44,0,2026-01-12,Individual,Google Wallet,Active,
LOG_116093,USR_0889,2026-01-12,Desktop,45,3,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116094,USR_0889,2026-01-16,Mobile,31,2,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116095,USR_0889,2026-01-20,Mobile,6,0,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116096,USR_0889,2026-01-24,Mobile,59,8,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116097,USR_0889,2026-01-28,Mobile,11,3,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116098,USR_0889,2026-02-01,Mobile,15,1,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116099,USR_0889,2026-02-05,Mobile,21,2,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116100,USR_0889,2026-02-09,TV,49,0,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116101,USR_0889,2026-02-13,TV,43,3,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116102,USR_0889,2026-02-17,Desktop,79,4,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116103,USR_0889,2026-02-21,Mobile,10,2,2026-01-12,Individual,Credit Card,Canceled,2026-07-09
LOG_116104,USR_0890,2026-01-13,TV,24,4,2026-01-13,Individual,PayPal,Canceled,2026-03-31
LOG_116105,USR_0890,2026-01-17,TV,7,1,2026-01-13,Individual,PayPal,Canceled,2026-03-31
LOG_116106,USR_0890,2026-01-21,Mobile,8,5,2026-01-13,Individual,PayPal,Canceled,2026-03-31
LOG_116107,USR_0890,2026-01-25,Mobile,30,6,2026-01-13,Individual,PayPal,Canceled,2026-03-31
LOG_116108,USR_0890,2026-01-29,Mobile,20,2,2026-01-13,Individual,PayPal,Canceled,2026-03-31
LOG_116109,USR_0890,2026-02-02,Mobile,90,2,2026-01-13,Individual,PayPal,Canceled,2026-03-31
LOG_116110,USR_0890,2026-02-06,Mobile,29,0,2026-01-13,Individual,PayPal,Canceled,2026-03-31
LOG_116111,USR_0890,2026-02-10,Mobile,21,3,2026-01-13,Individual,PayPal,Canceled,2026-03-31
LOG_116112,USR_0890,2026-02-14,Mobile,202,2,2026-01-13,Individual,PayPal,Canceled,2026-03-31
LOG_116113,USR_0890,2026-02-18,Mobile,74,3,2026-01-13,Individual,PayPal,Canceled,2026-03-31
LOG_116114,USR_0891,2026-01-13,TV,11,6,2026-01-13,Family,Google Wallet,Active,
LOG_116115,USR_0891,2026-01-17,TV,10,3,2026-01-13,Family,Google Wallet,Active,
LOG_116116,USR_0891,2026-01-21,Mobile,106,7,2026-01-13,Family,Google Wallet,Active,
LOG_116117,USR_0891,2026-01-25,Mobile,46,3,2026-01-13,Family,Google Wallet,Active,
LOG_116118,USR_0891,2026-01-29,Mobile,111,1,2026-01-13,Family,Google Wallet,Active,
LOG_116119,USR_0891,2026-02-02,Mobile,63,5,2026-01-13,Family,Google Wallet,Active,
LOG_116120,USR_0891,2026-02-06,Mobile,7,2,2026-01-13,Family,Google Wallet,Active,
LOG_116121,USR_0891,2026-02-10,Mobile,13,3,2026-01-13,Family,Google Wallet,Active,
LOG_116122,USR_0891,2026-02-14,TV,211,1,2026-01-13,Family,Google Wallet,Active,
LOG_116123,USR_0891,2026-02-18,Mobile,42,4,2026-01-13,Family,Google Wallet,Active,
LOG_116124,USR_0891,2026-02-22,Desktop,55,2,2026-01-13,Family,Google Wallet,Active,
LOG_116125,USR_0891,2026-02-26,TV,14,2,2026-01-13,Family,Google Wallet,Active,
LOG_116126,USR_0891,2026-03-02,Mobile,125,3,2026-01-13,Family,Google Wallet,Active,
LOG_116127,USR_0891,2026-03-06,TV,14,1,2026-01-13,Family,Google Wallet,Active,
LOG_116128,USR_0891,2026-03-10,Mobile,23,2,2026-01-13,Family,Google Wallet,Active,
LOG_116129,USR_0891,2026-03-14,Mobile,55,2,2026-01-13,Family,Google Wallet,Active,
LOG_116130,USR_0891,2026-03-18,TV,30,3,2026-01-13,Family,Google Wallet,Active,
LOG_116131,USR_0891,2026-03-22,TV,21,3,2026-01-13,Family,Google Wallet,Active,
LOG_116132,USR_0891,2026-03-26,Mobile,61,6,2026-01-13,Family,Google Wallet,Active,
LOG_116133,USR_0891,2026-03-30,Mobile,10,2,2026-01-13,Family,Google Wallet,Active,
LOG_116134,USR_0891,2026-04-03,TV,40,2,2026-01-13,Family,Google Wallet,Active,
LOG_116135,USR_0891,2026-04-07,Mobile,43,4,2026-01-13,Family,Google Wallet,Active,
LOG_116136,USR_0891,2026-04-11,Mobile,23,5,2026-01-13,Family,Google Wallet,Active,
LOG_116137,USR_0891,2026-04-15,Mobile,83,3,2026-01-13,Family,Google Wallet,Active,
LOG_116138,USR_0891,2026-04-19,Mobile,36,4,2026-01-13,Family,Google Wallet,Active,
LOG_116139,USR_0891,2026-04-23,Mobile,102,2,2026-01-13,Family,Google Wallet,Active,
LOG_116140,USR_0891,2026-04-27,Mobile,11,3,2026-01-13,Family,Google Wallet,Active,
LOG_116141,USR_0892,2026-01-14,Mobile,47,3,2026-01-14,Family,PayPal,Canceled,2026-05-09
LOG_116142,USR_0892,2026-01-18,Desktop,14,1,2026-01-14,Family,PayPal,Canceled,2026-05-09
LOG_116143,USR_0892,2026-01-22,Mobile,193,3,2026-01-14,Family,PayPal,Canceled,2026-05-09
LOG_116144,USR_0892,2026-01-26,Desktop,17,4,2026-01-14,Family,PayPal,Canceled,2026-05-09
LOG_116145,USR_0893,2026-01-14,Mobile,37,3,2026-01-14,Family,PayPal,Active,
LOG_116146,USR_0893,2026-01-18,Mobile,117,1,2026-01-14,Family,PayPal,Active,
LOG_116147,USR_0893,2026-01-22,Mobile,153,4,2026-01-14,Family,PayPal,Active,
LOG_116148,USR_0893,2026-01-26,Mobile,26,1,2026-01-14,Family,PayPal,Active,
LOG_116149,USR_0894,2026-01-15,Mobile,15,5,2026-01-15,Individual,Credit Card,Active,
LOG_116150,USR_0894,2026-01-19,Desktop,136,1,2026-01-15,Individual,Credit Card,Active,
LOG_116151,USR_0894,2026-01-23,Mobile,30,3,2026-01-15,Individual,Credit Card,Active,
LOG_116152,USR_0894,2026-01-27,Mobile,68,3,2026-01-15,Individual,Credit Card,Active,
LOG_116153,USR_0894,2026-01-31,TV,82,3,2026-01-15,Individual,Credit Card,Active,
LOG_116154,USR_0894,2026-02-04,Mobile,106,0,2026-01-15,Individual,Credit Card,Active,
LOG_116155,USR_0894,2026-02-08,Mobile,46,3,2026-01-15,Individual,Credit Card,Active,
LOG_116156,USR_0894,2026-02-12,Mobile,17,5,2026-01-15,Individual,Credit Card,Active,
LOG_116157,USR_0894,2026-02-16,Mobile,16,0,2026-01-15,Individual,Credit Card,Active,
LOG_116158,USR_0894,2026-02-20,Mobile,149,6,2026-01-15,Individual,Credit Card,Active,
LOG_116159,USR_0894,2026-02-24,Mobile,16,3,2026-01-15,Individual,Credit Card,Active,
LOG_116160,USR_0894,2026-02-28,Mobile,7,3,2026-01-15,Individual,Credit Card,Active,
LOG_116161,USR_0894,2026-03-04,Mobile,57,3,2026-01-15,Individual,Credit Card,Active,
LOG_116162,USR_0894,2026-03-08,Mobile,78,6,2026-01-15,Individual,Credit Card,Active,
LOG_116163,USR_0894,2026-03-12,TV,52,7,2026-01-15,Individual,Credit Card,Active,
LOG_116164,USR_0894,2026-03-16,TV,6,1,2026-01-15,Individual,Credit Card,Active,
LOG_116165,USR_0894,2026-03-20,Mobile,42,1,2026-01-15,Individual,Credit Card,Active,
LOG_116166,USR_0894,2026-03-24,TV,31,1,2026-01-15,Individual,Credit Card,Active,
LOG_116167,USR_0894,2026-03-28,TV,8,4,2026-01-15,Individual,Credit Card,Active,
LOG_116168,USR_0894,2026-04-01,Mobile,65,1,2026-01-15,Individual,Credit Card,Active,
LOG_116169,USR_0894,2026-04-05,Mobile,13,1,2026-01-15,Individual,Credit Card,Active,
LOG_116170,USR_0894,2026-04-09,Mobile,40,3,2026-01-15,Individual,Credit Card,Active,
LOG_116171,USR_0894,2026-04-13,Mobile,9,5,2026-01-15,Individual,Credit Card,Active,
LOG_116172,USR_0894,2026-04-17,Mobile,9,1,2026-01-15,Individual,Credit Card,Active,
LOG_116173,USR_0894,2026-04-21,Mobile,53,1,2026-01-15,Individual,Credit Card,Active,
LOG_116174,USR_0894,2026-04-25,Mobile,57,2,2026-01-15,Individual,Credit Card,Active,
LOG_116175,USR_0894,2026-04-29,Desktop,158,1,2026-01-15,Individual,Credit Card,Active,
LOG_116176,USR_0894,2026-05-03,Mobile,11,3,2026-01-15,Individual,Credit Card,Active,
LOG_116177,USR_0894,2026-05-07,TV,36,4,2026-01-15,Individual,Credit Card,Active,
LOG_116178,USR_0894,2026-05-11,Desktop,8,4,2026-01-15,Individual,Credit Card,Active,
LOG_116179,USR_0894,2026-05-15,Mobile,43,3,2026-01-15,Individual,Credit Card,Active,
LOG_116180,USR_0894,2026-05-19,Desktop,117,2,2026-01-15,Individual,Credit Card,Active,
LOG_116181,USR_0894,2026-05-23,Mobile,19,1,2026-01-15,Individual,Credit Card,Active,
LOG_116182,USR_0895,2026-01-15,Desktop,139,0,2026-01-15,Individual,Google Wallet,Active,
LOG_116183,USR_0895,2026-01-19,TV,6,1,2026-01-15,Individual,Google Wallet,Active,
LOG_116184,USR_0895,2026-01-23,Mobile,28,2,2026-01-15,Individual,Google Wallet,Active,
LOG_116185,USR_0895,2026-01-27,Mobile,68,2,2026-01-15,Individual,Google Wallet,Active,
LOG_116186,USR_0895,2026-01-31,Desktop,104,3,2026-01-15,Individual,Google Wallet,Active,
LOG_116187,USR_0895,2026-02-04,Mobile,110,1,2026-01-15,Individual,Google Wallet,Active,
LOG_116188,USR_0895,2026-02-08,Mobile,69,3,2026-01-15,Individual,Google Wallet,Active,
LOG_116189,USR_0895,2026-02-12,Mobile,18,1,2026-01-15,Individual,Google Wallet,Active,
LOG_116190,USR_0895,2026-02-16,Mobile,114,2,2026-01-15,Individual,Google Wallet,Active,
LOG_116191,USR_0895,2026-02-20,Mobile,23,2,2026-01-15,Individual,Google Wallet,Active,
LOG_116192,USR_0895,2026-02-24,Mobile,175,2,2026-01-15,Individual,Google Wallet,Active,
LOG_116193,USR_0896,2026-01-15,Mobile,55,6,2026-01-15,Individual,Credit Card,Active,
LOG_116194,USR_0896,2026-01-19,Mobile,27,1,2026-01-15,Individual,Credit Card,Active,
LOG_116195,USR_0896,2026-01-23,TV,66,5,2026-01-15,Individual,Credit Card,Active,
LOG_116196,USR_0896,2026-01-27,Mobile,5,2,2026-01-15,Individual,Credit Card,Active,
LOG_116197,USR_0896,2026-01-31,TV,34,3,2026-01-15,Individual,Credit Card,Active,
LOG_116198,USR_0896,2026-02-04,Mobile,92,2,2026-01-15,Individual,Credit Card,Active,
LOG_116199,USR_0896,2026-02-08,Mobile,68,4,2026-01-15,Individual,Credit Card,Active,
LOG_116200,USR_0896,2026-02-12,TV,22,5,2026-01-15,Individual,Credit Card,Active,
LOG_116201,USR_0896,2026-02-16,Mobile,29,4,2026-01-15,Individual,Credit Card,Active,
LOG_116202,USR_0896,2026-02-20,Desktop,72,3,2026-01-15,Individual,Credit Card,Active,
LOG_116203,USR_0896,2026-02-24,TV,46,3,2026-01-15,Individual,Credit Card,Active,
LOG_116204,USR_0896,2026-02-28,Mobile,123,5,2026-01-15,Individual,Credit Card,Active,
LOG_116205,USR_0896,2026-03-04,Mobile,21,4,2026-01-15,Individual,Credit Card,Active,
LOG_116206,USR_0896,2026-03-08,Mobile,29,1,2026-01-15,Individual,Credit Card,Active,
LOG_116207,USR_0896,2026-03-12,Mobile,80,3,2026-01-15,Individual,Credit Card,Active,
LOG_116208,USR_0896,2026-03-16,Mobile,28,2,2026-01-15,Individual,Credit Card,Active,
LOG_116209,USR_0896,2026-03-20,Mobile,8,3,2026-01-15,Individual,Credit Card,Active,
LOG_116210,USR_0896,2026-03-24,Mobile,33,3,2026-01-15,Individual,Credit Card,Active,
LOG_116211,USR_0896,2026-03-28,TV,129,1,2026-01-15,Individual,Credit Card,Active,
LOG_116212,USR_0896,2026-04-01,Mobile,43,3,2026-01-15,Individual,Credit Card,Active,
LOG_116213,USR_0896,2026-04-05,TV,115,4,2026-01-15,Individual,Credit Card,Active,
LOG_116214,USR_0896,2026-04-09,Desktop,33,5,2026-01-15,Individual,Credit Card,Active,
LOG_116215,USR_0896,2026-04-13,Desktop,48,4,2026-01-15,Individual,Credit Card,Active,
LOG_116216,USR_0896,2026-04-17,Mobile,104,3,2026-01-15,Individual,Credit Card,Active,
LOG_116217,USR_0896,2026-04-21,Mobile,14,6,2026-01-15,Individual,Credit Card,Active,
LOG_116218,USR_0896,2026-04-25,Mobile,33,3,2026-01-15,Individual,Credit Card,Active,
LOG_116219,USR_0896,2026-04-29,Mobile,9,4,2026-01-15,Individual,Credit Card,Active,
LOG_116220,USR_0896,2026-05-03,Desktop,6,1,2026-01-15,Individual,Credit Card,Active,
LOG_116221,USR_0896,2026-05-07,TV,31,2,2026-01-15,Individual,Credit Card,Active,
LOG_116222,USR_0896,2026-05-11,Desktop,8,3,2026-01-15,Individual,Credit Card,Active,
LOG_116223,USR_0896,2026-05-15,Mobile,32,3,2026-01-15,Individual,Credit Card,Active,
LOG_116224,USR_0896,2026-05-19,TV,168,1,2026-01-15,Individual,Credit Card,Active,
LOG_116225,USR_0896,2026-05-23,Mobile,49,2,2026-01-15,Individual,Credit Card,Active,
LOG_116226,USR_0896,2026-05-27,Desktop,124,7,2026-01-15,Individual,Credit Card,Active,
LOG_116227,USR_0896,2026-05-31,Mobile,55,0,2026-01-15,Individual,Credit Card,Active,
LOG_116228,USR_0896,2026-06-04,Mobile,29,3,2026-01-15,Individual,Credit Card,Active,
LOG_116229,USR_0896,2026-06-08,Mobile,37,4,2026-01-15,Individual,Credit Card,Active,
LOG_116230,USR_0896,2026-06-12,Mobile,23,3,2026-01-15,Individual,Credit Card,Active,
LOG_116231,USR_0896,2026-06-16,Mobile,49,4,2026-01-15,Individual,Credit Card,Active,
LOG_116232,USR_0896,2026-06-20,TV,13,4,2026-01-15,Individual,Credit Card,Active,
LOG_116233,USR_0897,2026-01-16,TV,20,1,2026-01-16,Individual,Credit Card,Canceled,2026-05-10
LOG_116234,USR_0897,2026-01-20,Mobile,92,3,2026-01-16,Individual,Credit Card,Canceled,2026-05-10
LOG_116235,USR_0898,2026-01-16,Mobile,10,1,2026-01-16,Family,Google Wallet,Active,
LOG_116236,USR_0898,2026-01-20,Mobile,200,4,2026-01-16,Family,Google Wallet,Active,
LOG_116237,USR_0898,2026-01-24,TV,8,1,2026-01-16,Family,Google Wallet,Active,
LOG_116238,USR_0898,2026-01-28,Mobile,103,4,2026-01-16,Family,Google Wallet,Active,
LOG_116239,USR_0898,2026-02-01,Desktop,42,5,2026-01-16,Family,Google Wallet,Active,
LOG_116240,USR_0898,2026-02-05,Mobile,77,3,2026-01-16,Family,Google Wallet,Active,
LOG_116241,USR_0898,2026-02-09,Desktop,63,3,2026-01-16,Family,Google Wallet,Active,
LOG_116242,USR_0898,2026-02-13,TV,15,1,2026-01-16,Family,Google Wallet,Active,
LOG_116243,USR_0898,2026-02-17,TV,24,3,2026-01-16,Family,Google Wallet,Active,
LOG_116244,USR_0898,2026-02-21,Mobile,19,1,2026-01-16,Family,Google Wallet,Active,
LOG_116245,USR_0898,2026-02-25,Mobile,78,3,2026-01-16,Family,Google Wallet,Active,
LOG_116246,USR_0898,2026-03-01,Desktop,14,5,2026-01-16,Family,Google Wallet,Active,
LOG_116247,USR_0899,2026-01-17,Desktop,18,3,2026-01-17,Individual,Google Wallet,Active,
LOG_116248,USR_0899,2026-01-21,Mobile,15,4,2026-01-17,Individual,Google Wallet,Active,
LOG_116249,USR_0899,2026-01-25,TV,50,5,2026-01-17,Individual,Google Wallet,Active,
LOG_116250,USR_0899,2026-01-29,TV,34,3,2026-01-17,Individual,Google Wallet,Active,
LOG_116251,USR_0899,2026-02-02,Mobile,37,3,2026-01-17,Individual,Google Wallet,Active,
LOG_116252,USR_0899,2026-02-06,Mobile,78,8,2026-01-17,Individual,Google Wallet,Active,
LOG_116253,USR_0899,2026-02-10,TV,106,3,2026-01-17,Individual,Google Wallet,Active,
LOG_116254,USR_0899,2026-02-14,Desktop,36,3,2026-01-17,Individual,Google Wallet,Active,
LOG_116255,USR_0899,2026-02-18,TV,22,5,2026-01-17,Individual,Google Wallet,Active,
LOG_116256,USR_0899,2026-02-22,Mobile,5,2,2026-01-17,Individual,Google Wallet,Active,
LOG_116257,USR_0899,2026-02-26,Mobile,95,2,2026-01-17,Individual,Google Wallet,Active,
LOG_116258,USR_0899,2026-03-02,Mobile,42,3,2026-01-17,Individual,Google Wallet,Active,
LOG_116259,USR_0899,2026-03-06,Desktop,32,4,2026-01-17,Individual,Google Wallet,Active,
LOG_116260,USR_0899,2026-03-10,TV,24,1,2026-01-17,Individual,Google Wallet,Active,
